6524,6740,University of Quebec Hospital Centre; Quebec; Canada
3671,8112,University of Sherbrooke Hospital Centre; Quebec; Canada
8552,11604,University Hospital Erlangen; Bavaria; Germany
1985,11686,University of Montreal Hospital Centre; Quebec; Canada
6573,11102,ATR; Kyoto; Japan
3808,11115,BHSAI; Maryland; USA
8656,11125,Buck Institute; California; USA
1886,11137,Carnegie Institution for Science
9411,11244,Fraunhofer Institute of Molecular Biology and Applied Ecology
5806,11272,Harvard Stem Cell Institute
2595,11305,Institute for Systems Biology; Washington; USA
2914,11311,Institute of Experimental Biology and Technology; Oeiras; Portugal
7735,11319,International Prevention Research Institute
9271,11377,Max Planck Institute for Infection Biology; Berlin; Germany
8422,11380,Max Planck Institute of Biochemistry; Martinsried; Germany
8422,11404,National Institute of Health and Medical Research; Rennes; France
4319,11447,National Medicines Institute; Warsaw; Poland
7991,11477,Osaka Medical Center for Cancer and Cardiovascular Diseases; Osaka; Japan
8092,11485,Pasteur Institute
9205,11487,Queensland Institute of Medical Research
3430,11760,VIB; Flanders; Belgium
5875,12775,Institute of Molecular and Cell Biology; Singapore; Singapore
4695,14052,University of Rochester School of Medicine and Dentistry; New York; USA
144,14048,McGill University Health Centre; Quebec; Canada
205,14050,Montefiore Medical Center; New York; USA
2321,11417,National Institutes of Health
7989,13773,"Universidade Federal do Ceara, Centro Ciencias Agrarias"
3169,11132,California Academy of Sciences
3546,11144,Central Institute of Mental Health; Mannheim; Germany
4493,11275,Health Care Organization
7243,11345,Liverpool School of Tropical Medicine; Liverpool; United Kingdom
1843,13749,University of South Florida Center for Biological Defense
9975,11281,Howard Hughes Medical Institute
5341,11282,Helmholtz Center Munich
2350,11366,Max-Planck-Gesellschaft
1291,11085,Agency for Science Technology and Research
491,11095,Argonne National Laboratory
5278,11103,Australian National Fabrication Facility
944,11123,Brookhaven National Laboratories; New York; USA
5308,11336,Lawrence Berkeley National Laboratory
6851,1064,University at Buffalo School of Medicine and Biomedical Sciences; New York; USA
7377,15037,Baylor College of Medicine; Houston; Texas
824,1086,Australian National University; Acton; Australia
721,1088,Monash University; Melbourne; Australia
3541,1099,Catholic University of Leuven; Flemish Brabant; Belgium
3857,1552,Karlsruhe Institute of Technology; Karlsruhe; Germany
1090,3114,University of Colorado Boulder; Colorado; USA
3466,14238,Heinrich Heine University Dusseldorf; North Rhine-Westphalia; Germany
4879,1718,Kent State University School of Biomedical Sciences; Ohio; USA
7709,1698,Kent State University; Ohio; USA
8415,1758,King Abdullah University of Science and Technology; Makkah Province; Saudi Arabia
3464,1744,King's College London; London; United Kingdom
2858,991,Pontifical Catholic University of Argentina; Buenos Aires; Argentina
3945,153,University of Stuttgart; Stuttgart; Germany
752,253,Polytechnic University of Madrid; Madrid; Spain
8606,255,Polytechnic University of Valencia; Valencia; Spain
7127,257,Ponce School of Medicine and Health Sciences; Puerto Rico; USA
5692,278,Queen's University; Ontario; Canada
5733,956,Biomedical University Campus of Rome; Rome; Italy
7894,957,Brown University; Rhode Island; USA
2406,958,Catholic University of the Sacred Heart; Milan; Italy
6099,264,Pontifical Catholic University of Argentina School of Medical Sciences; Buenos Aires; Argentina
2906,946,A.T. Still University; Arizona; USA
4319,246,Pierre and Marie Curie University; Paris; France
4746,258,Pondicherry University; Puducherry; India
4161,371,Tel Aviv University; Ramat Aviv; Israel
7150,245,Philipps-University Marburg; Marburg; Germany
1092,361,Mississippi State University; Mississippi; USA
8078,370,London School of Economics and Political Science; London; United Kingdom
9261,372,Tianjin University; Tianjin; China
6837,373,Tuskegee University; Alabama; USA
4897,374,University of Southern Queensland; Queensland; Australia
6838,375,University of Texas at Dallas; Texas; USA
9993,379,University of Massachusetts; Massachusetts; USA
7334,947,Aalto University; Espoo; Finland
8960,949,Aberystwyth University; Wales; United Kingdom
854,962,ETH Zurich; Zurich; Switzerland
5090,964,Franklin and Marshall College; Pennsylvania; USA
7555,369,Allegheny College; Pennsylvania; USA
7685,362,Ohio Northern University; Ohio; USA
8775,363,University of Wroclaw; Wroclaw; Poland
1602,948,Aarhus University; Aarhus; Denmark
8088,965,Fudan University; Shanghai; China
3582,150,Louisiana State University Health Sciences Center New Orleans; Louisiana; USA
1257,247,Pohang University of Science and Technology; Pohang; South Korea
8606,252,Polytechnic University of Catalonia; Barcelona; Spain
2730,254,Polytechnic University of Milan; Milan; Italy
4409,256,Pompeu Fabra University; Barcelona; Spain
614,261,Trinity College Dublin; Dublin; Ireland
988,277,Pusan National University; Busan; South Korea
2733,279,Queen's University Belfast; Ireland; United Kingdom
6989,341,University of Zaragoza; Zaragoza; Spain
8272,342,University of Zurich; Zurich; Switzerland
6461,343,Washington University in St. Louis; Missouri; USA
4695,344,Yunnan University; Yunnan; China
3553,992,Royal Institute of Technology; Stockholm; Sweden
7059,993,Temple University; Pennsylvania; USA
3338,994,Tufts University; Massachusetts; USA
2400,996,University of Cambridge; Cambridge; United Kingdom
8641,997,University of Dundee; Scotland; United Kingdom
9944,998,University of Hawaii; Hawaii; USA
1396,999,University of Melbourne; Victoria; Australia
5708,1000,University of San Diego; California; USA
6941,1001,University of Surrey; Surrey; United Kingdom
3193,1002,University of Ulster; Ulster; Northern Ireland
8691,1003,University of Utah; Utah; USA
3567,995,Tufts University School of Medicine; Massachusetts; USA
1007,960,Ecole Normale Superieure; Paris; France
9481,3106,City University of New York; New York; USA
1300,4025,Big Ten Cancer Research Consortium
2095,13527,DSHB
5451,715,Oregon State University College of Pharmacy
8185,666,"Virginia Commonwealth University, Department of Pharmacology"
8888,547,Indiana University-Bloomington Neuroscience Program
7852,716,"Queens College, Neuroscience"
4080,717,"Scripps Women's College, Neuroscience Department"
3253,720,"Temple University School of Medicine, Department of Neuroscience"
836,724,"University of Vermont College of Medicine, Pharmacology"
8032,1058,Northwestern University Feinberg School of Medicine; Illinois; USA
9331,1057,University of Illinois College of Medicine; Illinois; USA
7045,2251,University of Alaska Fairbanks; Alaska; USA
2137,975,Liverpool John Moores University; Liverpool; United Kingdom
1881,977,Massachusetts Institute of Technology; Massachusetts; USA
2885,978,Max Planck Institute for Marine Microbiology; Bremen; Germany
8079,980,National Cheng Kung University; Tainan; Taiwan
917,983,National Taiwan University; Taipei; Taiwan
4347,984,National University of Singapore; Singapore; Singapore
7762,985,Nihon University; Tokyo; Japan
870,1059,Princeton University; New Jersey; USA
3323,1110,North Dakota State University; North Dakota; USA
2059,1193,Peking University; Beijing; China
9580,1366,Jadavpur University; West Bengal; India
4398,1533,Kansas State University; Kansas; USA
3968,1659,Kasetsart University; Bangkok; Thailand
5762,1814,Kindai University; Osaka; Japan
5148,1836,Koc University; Istanbul; Turkey
877,1853,University of Alberta; Alberta; Canada
9989,2162,University of Cantabria; Cantabria; Spain
4538,2385,University of Amsterdam; Amsterdam; Netherlands
673,2444,University of Antwerp; Antwerp; Belgium
4414,2452,University of Applied Sciences; Mecklenburg-Vorpommern; Germany
6810,2459,University of Arizona; Arizona; USA
3959,2515,University of Arkansas; Arkansas; USA
9690,2615,University of Auckland; Auckland; New Zealand
4394,2647,University of Bari; Bari; Italy
1311,2699,University of Basel; Basel; Switzerland
918,2711,University of Canterbury; Christchurch; New Zealand
7244,2825,Brigham Young University; Utah; USA
4272,2832,University of Chicago; Illinois; USA
5158,2833,University of Cincinnati; Ohio; USA
774,2842,University of Coimbra; Coimbra; Portugal
8817,2903,University of Cologne; Cologne; Germany
2414,3130,University of Colorado Colorado Springs; Colorado; USA
9360,1548,Karolinska Institutet; Stockholm; Sweden
8431,2019,Pennsylvania State Hershey College of Medicine; Pennsylvania; USA
2260,2211,UCL Medical School; London; United Kingdom
4887,2258,Kindai University School of Medicine; Osaka; Japan
3381,2522,University of Arkansas for Medical Sciences; Arkansas; USA
5111,2566,University of Central Arkansas; Arkansas; USA
871,2400,University of Angers; Angers; France
2534,2565,University of Aveiro; Aveiro; Portugal
3195,1125,Marshall University; West Virginia; USA
9039,1420,James Cook University; Townsville; Australia
9899,1474,Bilkent University; Ankara; Turkey
8919,2931,Charles University; Prague; Czech Republic
1422,152,University of Florida College of Medicine; Florida; USA
2773,1902,Korea Advanced Institute of Science and Technology; Daejeon; South Korea
3117,1084,Howard University; Washington D.C.; USA
2520,2607,University of Athens; Athens; Greece
1397,972,Iowa State University; Iowa; USA
883,2564,University of Arkansas System; Arkansas; USA
958,1077,Medical College of Wisconsin; Wisconsin; USA
1900,973,"Johns Hopkins University School of Medicine; Baltimore, Maryland; USA"
7427,1074,University of Oklahoma; Oklahoma; USA
10,1075,University of Adelaide; Adelaide; Australia
3034,2575,University of Barcelona; Barcelona; Spain
1495,14725,University of Essex; England; United Kingdom
2356,976,Loma Linda University; California; USA
4062,979,Montana State University; Montana; USA
9874,15047,University of Massachusetts Boston; Massachusetts; USA
3621,4297,St. Louis University Department of Neurology and Psychiatry
440,5692,CIPF Bioinformatics and Genomics Department
50,8048,Max Planck Institute of Neurobiology: Systems and Computational Neurobiology
5404,8297,JHU MCP
175,8299,Center for Comparative Medicine and Translational Research
1106,8364,McConnell Brain Imaging Center
4767,8435,UCSD Center for AIDS Research: Molecular Biology Core
2018,8649,Cambridge Neuroscience Department
4154,8727,Mayo Alzheimer's Disease Research Center
1907,7445,Columbia University Medical Center; Department of Neuroscience
7945,149,UW Department of Biochemistry
529,3303,Albert Einstein College of Medicine of Yeshiva University Department of Neuroscience
7220,3338,Drexel University College of Medicine Pharmacology and Physiology
7114,3351,"Emory University, Molecular and Systems Pharmacology"
9749,3479,Mercer University College of Pharmacy and Health Sciences; Department of Pharmaceutical Sciences
9971,4466,Iowa State University Neuroscience Program
9807,4941,Pennsylvania State University; Huck Institutes of the Life Sciences; Neuroscience Graduate Program
9235,5051,"Uniformed Services University of the Health Sciences, Department of Pharmacology"
4145,6251,Baylor College of Medicine; Department of Pharmacology
2701,7225,Baylor College of Medicine; Department of Neuroscience
7794,7503,"University of California, San Diego, Department of Pharmacology"
6502,8024,"National Polytechnic Institute; Department of Physiology, Biophysics, and Neurosciences"
5475,8294,Center for Comparative Medicine
3397,3324,Cornell University Neuroscience
3724,3363,"Georgetown, Neuroscience"
9520,3368,Harvard University Neurobiology
1630,4734,Albert Einstein College of Medicine Department of Pathology
9219,6501,"Indiana University, Department of Pharmacology"
4169,7443,Boston University; School of Medicine; Behavioral Neuroscience
9914,7446,Weill Cornell Department of Neurology & Neuroscience
7902,7454,"Howard University Washington, D.C, Department of Pharmacology"
331,7483,Texas Tech University Department of Pharmacology and Neuroscience
7136,7487,University of Toledo Department of Neurosciences
2534,1931,University of California at San Diego Department of Psychiatry
2400,3333,"Creighton University, Department of Pharmacology"
8953,3337,Drexel University Neurobiology and Anatomy
5228,3391,Johns Hopkins University Pharmacology
9040,3400,Loyola University Department of Molecular Pharmacology and Experimental Therapeutics
207,6504,"Louisiana State University School of Medicine, Health Sciences Center: Department of Pharmacology and Experimental Therapeutics"
4641,7502,University of Iowa College of Medicine Department of Pharmacology
3133,12940,"Louisiana State University School of Medicine, Health Sciences Center: Department of Psychiatry"
7715,3397,"Louisiana State University Health Sciences Center, Department of Pharmacology, Toxicology and Neuroscience"
9236,7493,University of Alabama Neurobiology
9815,6067,University of Nebraska Medical Center Pharmacology
2497,7220,Case Western Reserve University; School of Medicine; Department of Pharmacology
4577,10594,Yale School of Medicine Pharmacology
8514,3320,Columbia University College of Physicians and Surgeons Department of Pharmacology
3885,7444,Brandeis University; Neuroscience Graduate Program
895,7456,"Karolinska Institutet, Clinical Neuroscience"
481,8316,Computational and Neural Systems
8397,3484,Morehouse School of Medicine Neuroscience Institute
290,3467,"Montana State University, Department of Cell Biology and Neuroscience"
5091,7218,Boston University; Neuroscience
880,7224,Baylor University; Psychology and Neuroscience
5399,7462,McGill University Pharmacology
9265,3342,"Duke University, Pharmacology and Cancer Biology"
2287,3358,"George Washington University, Department of Pharmacology and Physiology"
2262,3437,Massachusetts Institute of Technology; Department of Brain and Cognitive Sciences
7483,7223,Brown University; Department of Neuroscience
9800,7541,University of Western Ontario London Ontario Canada Physiology and Pharmacology
5169,7460,Marshall University Medical Center Neuroscience
7816,6824,"East Carolina University, Department of Pharmacology"
5671,7482,Texas A and M Health Science Center College of Medicine Department of Neuroscience and Experimental Therapeutics
1871,5713,UT Southwestern Medical Center Department of Pathology
4528,3458,Medical College of Georgia Department of Physiology
3242,3466,University of Toledo Health Sciences Campus; Neurosciences
2187,6562,Medical College of Wisconsin Cell Biology Neurobiology and Anatomy
6233,7463,Medical University of South Carolina; Department of Cell and Molecular Pharmacology and Experimental Therapeutics
8830,7464,Mount Sianai Department of Neuroscience
940,7465,New York University School of Medicine; Department of Physiology and Neuroscience
8131,4204,University at Buffalo SMBS Department of Pharmacology and Toxicology
589,6446,"Louisiana State University School of Medicine at New Orleans, Health Sciences Center: Neurosciences Center"
9318,4335,Stony Brook University Department of Neurobiology and Behavior
9892,5351,University of Colorado School of Medicine Department of Neurology
7312,12934,"Louisiana State University School of Medicine, Health Sciences Center: Department of Neurology"
4321,5347,UC College of Medicine Department of Psychiatry and Behavioral Neuroscience
5846,6940,Southern Illinois University School of Medicine Department of Pharmacology
7227,1640,University of California Davis Center for Neuroscience
7787,1450,Vanderbilt University Medical Center Pharmacology
3133,3515,Pennsylvania State University College of Medicine Neuroscience
2762,7455,Johns Hopkins University Neuroscience
8741,6429,"University of Florida, Department of Pharmacology & Therapeutics"
1422,5374,"University of Georgia College of Pharmacy, Department of Pharmaceutical and Biomedical Sciences"
6012,7078,University of Texas Health Science Center at San Antonio Department of Pharmacology
9986,3483,"Michigan State University, Department of Pharmacology and Toxicology"
6045,5690,BIIT - Bioinformatics Algorithmics and Data Mining Group
4797,2970,University of Bergen Computational Biology Unit
7377,3305,Allegheny College; Neuroscience Program
858,3345,Duke University Trinity College of Arts and Sciences Undergraduate Neuroscience
2309,7166,Brandeis University; Neuroscience Undergraduate Program
2028,5310,"University of Colorado at Boulder, Department of Neuroscience"
9818,3350,"East Tennessee State University, Department of Pharmacology"
5216,6466,"University of British Columbia, Department of Pharmacology"
5416,7222,Brown University; Alpert Medical School; Department of Molecular Pharmacology Physiology and Biotechnology
361,38,University of Tennessee Genome Science and Technology
3025,3404,"Marquette University, Neuroscience"
2270,3477,Meharry Medical College Pharmacology
5923,4949,"Tufts University, Department of Pharmacology and Experimental Therapeutics"
8250,5353,"University of Delaware, Behavioral Neuroscience Graduate Program"
225,6002,"University of Michigan, Department of Neuroscience"
1357,7100,"University at Buffalo, Department of Behavioral Neuroscience"
4769,7448,Cornell University College of Veterinary Medicine Graduate Field of Pharmacology
7395,7458,"Kent State University, Neuroscience"
4792,7512,"University of Maryland Dental School, Organized Research Center on Persistant Pain"
3669,2740,International Graduate Program Medical Neurosciences
1954,722,"University of California, Irvine, Department of Anatomy and Neurobiology"
8011,1081,University of Florida College of Medicine Neuroscience
7711,8331,Institute of Neuroinformatics
3205,260,University of Wollongong Labs and Facilities
108,723,"University of Miami, Department of Neuroscience"
4296,2737,Erasmus MC Department of Neuroscience
4769,3356,"George Washington University, Cognitive Neuroscience"
8109,8355,Paris School of Neuroscience PhD Program
4119,3399,"Loyola University Chicago, Neuroscience"
7930,1941,"University of California at San Diego, Neurosciences Graduate Program"
700,7534,University of Southern California Department of Neuroscience
443,1925,University of California at Riverside Neuroscience Graduate Program
1071,1930,"University of California at San Diego, Computational Neuroscience"
5626,7227,Albany Medical College; Center for Neuropharmacology and Neuroscience
5130,10541,Creighton University School of Pharmacy and Health Professions
3817,13626,Syracuse Biomaterials Institute
2328,8248,Scripps Florida - The Scripps Research Institute
2056,6574,UCL Institute of Neurology
1735,8011,"Institute of Medical Psychology and Behavioral Neurobiology, University of Tbingen"
1034,13015,Washington University in St. Louis School of Medicine Division of Biology and Biomedical Sciences
4368,12814,Okinawa Institute of Science and Technology
2948,4179,Friedrich Miescher Institute
8194,1926,UCSD Cognitive Science: The Future of Cognitive Science
3317,8068,Institute for Neural Computation
7577,4926,Stanford Research Institute International
1865,7073,Broad Institute
675,7442,University of Illinois at Urbana-Champaign; Beckman Institute for Advanced Science and Technology
9449,63,Colorado College Department of Psychology
9195,7407,West Virginia University School of Pharmacy Graduate Programs
6101,7435,University of North Carolina School of Pharmacy PhD Program
7477,7472,"Rutgers University, Integrative Neuroscience, Newark, NJ"
6973,7498,"University of California, Berkeley, Neuroscience Graduate Program"
3264,7499,"University of California, Los Angeles, Department of Molecular and Medical Pharmacolog"
3736,7505,University of Chicago Department of Neuroscience
8585,7506,"University of Cincinnati, Neuroscience Graduate Program"
7640,7511,"University of Manitoba, Faculty of Medicine, Department of Pharmacology"
6908,7513,"University of Maryland School of Pharmacy, Pharmaceutical Sciences Graduate Program"
1183,7515,University of Medicine and Dentistry of New Jersey Neuroscience Graduate Program
1291,7516,University of Minnesota Graduate Program in Neuroscience
2894,7519,University of Nevada Reno Department of Pharmacology
6507,7523,University of North Dakota Department of Pharmacology Physiology and Therapeutics
6722,7524,University of Oklahoma Health Sciences Center College of Pharmacy Graduate Programs
5127,7529,University of Rhode Island College of Pharmacy Graduate Programs
9805,7538,"Wayne State University, Pharmacology"
9749,7542,University of Wisconsin Madison WI. Molecular and Cellular Pharmacology
9933,7543,Washington State University Pullman WA. Pharmacology and Toxicology
4775,7544,Washington University in St. Louis Neuroscience
9939,7972,University of New Mexico Department of Neurosciences
9094,7986,University of Pittsburgh Center for Neuroscience
9023,12908,Wright State University Dayton OH. Pharmacology and Toxicology
3307,7452,Harvard Medical School Division of Medical Sciences
1158,7473,"South Dakota State University College of Pharmacy, Department of Pharmaceutical Sciences"
7560,7475,St. Louis University Medical School Pharmacology and Physiology
6889,7481,"SUNY Upstate Medical University, Pharmacology"
2194,7491,Tufts University Department of Neuroscience
8016,7492,Tulane University Medical Center Department of Pharmacology
5897,7494,UA Neuroscience GIDP
4411,7509,University of Kentucky Medical Center College of Pharmacy
5168,7510,"University of Louisville, Department of Pharmacology"
6005,7528,University of Puerto Rico Institute of Neurobiology
9730,7531,University of South Alabama Department of Cell Biology and Neuroscience
1151,7532,University of South Alabama Department of Pharmacology
8431,7533,University of Virginia Charlottesville VA. Biomedical Sciences
5579,7913,SUNY Upstate Neuroscience
1239,7978,University of Pennsylvania Medical Center Neuroscience
7461,7983,University of California San Diego Department of Neurosciences
3758,7984,University of Medicine and Dentistry of New Jersey Pharmacology
4875,12868,University of North Texas Health Science Center Department of Pharmacology & Neuroscience
1965,13113,University of Maryland Department of Neuroscience
3892,6344,University of South Florida Department of Molecular Pharmacology and Physiology
1093,6911,University of Tennessee Memphis School of Medicine Department of Pharmacology
148,7408,Queens University Canadian Institutes of Health Research Group in Sensory-Motor Integration
9237,7468,Purdue University School of Pharmacy and Pharmaceutical Sciences Department of Medicinal Chemistry and Molecular Pharmacology
6815,7470,Rutgers University Robert Wood Johnson Medical School Pharmacology
3164,7474,University of Texas Southwestern Medical Center Neuroscience
3044,7484,"Rosalind Franklin University of Medicine and Science, Department of Cellular and Molecular Pharmacology, North Chicago, IL"
5781,7496,University of Arkansas for Medical Sciences Department of Pharmacology and Toxicology
8766,7525,University of Pennsylvania Medical Center Pharmacology
1614,7526,University of Pittsburgh Department of Pharmacology
951,7535,University of Texas Medical Branch at Galveston Department of Pharmacology and Toxicology
1336,12906,University of Rochester Medical Center Pharmacology and Physiology
2985,7466,Ohio State University Neuroscience
5884,7508,University of Kansas Medical Center Pharmacology
6450,12705,University of Rochester Medical Center Neurobiology and Anatomy
6139,12878,"North Dakota State University College of Pharmacy, Pharmacy Program"
8543,7431,"University of Massachusetts, Worcester, MA, Department of Biochemistry and Molecular Pharmacology"
6451,7469,"University of Massachusetts, Amherst, MA, Department of Neuroscience and Behavior"
